panID	best_hit_s288c	type	Note
2757-YDR068W	YDR068W	ORF based on ref genome	
2758-YDR069C	YDR069C	ORF based on ref genome	
2759-YDR070C	YDR070C	ORF based on ref genome	
2760-YDR071C	YDR071C	ORF based on ref genome	
2761-YDR072C	YDR072C	ORF based on ref genome	
2762-YDR073W	YDR073W	ORF based on ref genome	
2763-YDR074W	YDR074W	ORF based on ref genome	
2764-YDR075W	YDR075W	ORF based on ref genome	
2765-YDR076W	YDR076W	ORF based on ref genome	
2766-YDR077W	YDR077W	ORF based on ref genome	
2767-YDR078C	YDR078C	ORF based on ref genome	
2768-YDR079C-A	YDR079C-A	ORF based on ref genome	
2769-YDR079W	YDR079W	ORF based on ref genome	
2770-YDR080W	YDR080W	ORF based on ref genome	
2771-YDR081C	YDR081C	ORF based on ref genome	
2772-YDR082W	YDR082W	ORF based on ref genome	
2773-YDR083W	YDR083W	ORF based on ref genome	
2774-YDR084C	YDR084C	ORF based on ref genome	
2775-YDR085C	YDR085C	ORF based on ref genome	
2776-YDR086C	YDR086C	ORF based on ref genome	
2777-YDR087C	YDR087C	ORF based on ref genome	
2778-YDR088C	YDR088C	ORF based on ref genome	
2779-YDR089W	YDR089W	ORF based on ref genome	
2780-YDR090C	YDR090C	ORF based on ref genome	
2781-YDR091C	YDR091C	ORF based on ref genome	
2782-YDR092W	YDR092W	ORF based on ref genome	
2783-YDR093W_NumOfGenes_2	YDR093W	ORF based on ref genome	
2784-YDR095C	YDR095C	ORF based on ref genome	
2785-YDR096W	YDR096W	ORF based on ref genome	
2786-YDR097C	YDR097C	ORF based on ref genome	
2787-YDR098C	YDR098C	ORF based on ref genome	
2788-YDR099W_NumOfGenes_2	YDR099W	ORF based on ref genome	
2789-YDR100W	YDR100W	ORF based on ref genome	
2790-YDR101C	YDR101C	ORF based on ref genome	
2791-YDR102C	YDR102C	ORF based on ref genome	
2792-YDR103W	YDR103W	ORF based on ref genome	
2793-YDR104C	YDR104C	ORF based on ref genome	
2794-YDR105C_NumOfGenes_2	YDR105C	ORF based on ref genome	
2795-YDR106W_NumOfGenes_2	YDR106W	ORF based on ref genome	
2796-YDR107C	YDR107C	ORF based on ref genome	
2797-YDR108W	YDR108W	ORF based on ref genome	
2798-YDR109C	YDR109C	ORF based on ref genome	
2799-YDR110W	YDR110W	ORF based on ref genome	
2800-YDR111C	YDR111C	ORF based on ref genome	
2801-YDR112W	YDR112W	ORF based on ref genome	
2802-YDR113C	YDR113C	ORF based on ref genome	
2803-YDR114C	YDR114C	ORF based on ref genome	
2804-YDR115W	YDR115W	ORF based on ref genome	
2805-YDR116C	YDR116C	ORF based on ref genome	
2806-YDR117C	YDR117C	ORF based on ref genome	
2807-YDR118W	YDR118W	ORF based on ref genome	
2808-YDR118W-A	YDR118W-A	ORF based on ref genome	
2809-YDR119W	YDR119W	ORF based on ref genome	
2810-YDR119W-A	YDR119W-A	ORF based on ref genome	
2811-YDR120C	YDR120C	ORF based on ref genome	
2812-YDR121W	YDR121W	ORF based on ref genome	
2813-YDR122W	YDR122W	ORF based on ref genome	
2814-YDR123C	YDR123C	ORF based on ref genome	
2815-YDR124W	YDR124W	ORF based on ref genome	
2816-YDR125C	YDR125C	ORF based on ref genome	
2817-YDR126W	YDR126W	ORF based on ref genome	
2818-YDR127W	YDR127W	ORF based on ref genome	
2819-YDR128W	YDR128W	ORF based on ref genome	
2820-YDR129C	YDR129C	ORF based on ref genome	
2821-YDR130C	YDR130C	ORF based on ref genome	
2822-YDR131C	YDR131C	ORF based on ref genome	
2823-YDR132C	YDR132C	ORF based on ref genome	
2824-YDR133C	YDR133C	ORF based on ref genome	
2825-YDR134C	YDR134C	ORF based on ref genome	
2826-YDR135C	YDR135C	ORF based on ref genome	
2827-YDR136C	YDR136C	ORF based on ref genome	
2828-YDR137W	YDR137W	ORF based on ref genome	
2829-YDR138W	YDR138W	ORF based on ref genome	
2830-YDR139C	YDR139C	ORF based on ref genome	
2831-YDR140W	YDR140W	ORF based on ref genome	
2832-YDR141C	YDR141C	ORF based on ref genome	
2833-YDR142C	YDR142C	ORF based on ref genome	
2834-YDR143C	YDR143C	ORF based on ref genome	
2835-YDR144C	YDR144C	ORF based on ref genome	
2836-YDR145W	YDR145W	ORF based on ref genome	
2837-YDR146C	YDR146C	ORF based on ref genome	
2838-YDR147W	YDR147W	ORF based on ref genome	
2839-YDR148C	YDR148C	ORF based on ref genome	
2840-YDR150W_NumOfGenes_2	YDR150W	ORF based on ref genome	
2841-YDR151C	YDR151C	ORF based on ref genome	
2842-YDR152W	YDR152W	ORF based on ref genome	
2843-YDR153C	YDR153C	ORF based on ref genome	
2844-YDR154C	YDR154C	ORF based on ref genome	
2845-YDR155C	YDR155C	ORF based on ref genome	
2846-YDR156W	YDR156W	ORF based on ref genome	
2847-YDR157W	YDR157W	ORF based on ref genome	
2848-YDR158W	YDR158W	ORF based on ref genome	
2849-YDR159W	YDR159W	ORF based on ref genome	
2850-YDR160W	YDR160W	ORF based on ref genome	
2851-YDR161W	YDR161W	ORF based on ref genome	
2852-YDR162C	YDR162C	ORF based on ref genome	
2853-YDR163W	YDR163W	ORF based on ref genome	
2854-YDR164C	YDR164C	ORF based on ref genome	
2855-YDR165W	YDR165W	ORF based on ref genome	
2856-YDR166C	YDR166C	ORF based on ref genome	
2857-YDR167W	YDR167W	ORF based on ref genome	
2858-YDR168W	YDR168W	ORF based on ref genome	
2859-YDR169C	YDR169C	ORF based on ref genome	
2860-YDR169C-A	YDR169C-A	ORF based on ref genome	
2861-YDR170C	YDR170C	ORF based on ref genome	
2862-YDR171W	YDR171W	ORF based on ref genome	
2863-YDR172W	YDR172W	ORF based on ref genome	
2864-YDR173C	YDR173C	ORF based on ref genome	
2865-YDR174W	YDR174W	ORF based on ref genome	
2866-YDR175C	YDR175C	ORF based on ref genome	
2867-YDR176W	YDR176W	ORF based on ref genome	
2868-YDR177W	YDR177W	ORF based on ref genome	
2869-YDR178W	YDR178W	ORF based on ref genome	
2870-YDR179C	YDR179C	ORF based on ref genome	
2871-YDR179W-A	YDR179W-A	ORF based on ref genome	
2872-YDR180W	YDR180W	ORF based on ref genome	
2873-YDR181C	YDR181C	ORF based on ref genome	
2874-YDR182W	YDR182W	ORF based on ref genome	
2875-YDR182W-A	YDR182W-A	ORF based on ref genome	
2876-YDR183C-A	YDR183C-A	ORF based on ref genome	
2877-YDR183W	YDR183W	ORF based on ref genome	
2878-YDR184C	YDR184C	ORF based on ref genome	
2879-YDR185C	YDR185C	ORF based on ref genome	
2880-YDR186C	YDR186C	ORF based on ref genome	
2881-YDR187C	YDR187C	ORF based on ref genome	
2882-YDR188W	YDR188W	ORF based on ref genome	
2883-YDR189W	YDR189W	ORF based on ref genome	
2884-YDR190C	YDR190C	ORF based on ref genome	
2885-YDR191W	YDR191W	ORF based on ref genome	
2886-YDR192C_NumOfGenes_2	YDR192C	ORF based on ref genome	
2887-YDR194C	YDR194C	ORF based on ref genome	
2888-YDR194W-A	YDR194W-A	ORF based on ref genome	
2889-YDR195W	YDR195W	ORF based on ref genome	
2890-YDR196C	YDR196C	ORF based on ref genome	
2891-YDR197W	YDR197W	ORF based on ref genome	
2892-YDR198C	YDR198C	ORF based on ref genome	
2893-YDR199W	YDR199W	ORF based on ref genome	
2894-YDR200C	YDR200C	ORF based on ref genome	
2895-YDR201W	YDR201W	ORF based on ref genome	
2896-YDR202C_NumOfGenes_2	YDR202C	ORF based on ref genome	
2897-YDR204W	YDR204W	ORF based on ref genome	
2898-YDR205W	YDR205W	ORF based on ref genome	
2899-YDR206W	YDR206W	ORF based on ref genome	
2900-YDR207C	YDR207C	ORF based on ref genome	
2901-YDR208W	YDR208W	ORF based on ref genome	
2902-YDR210W_NumOfGenes_2	YDR210W	ORF based on ref genome	
2903-YDR211W	YDR211W	ORF based on ref genome	
2904-YDR212W	YDR212W	ORF based on ref genome	
2905-YDR213W	YDR213W	ORF based on ref genome	
2906-YDR214W	YDR214W	ORF based on ref genome	
2907-YDR215C	YDR215C	ORF based on ref genome	
2908-YDR216W	YDR216W	ORF based on ref genome	
2909-YDR217C	YDR217C	ORF based on ref genome	
2910-YDR218C	YDR218C	ORF based on ref genome	
2911-YDR219C	YDR219C	ORF based on ref genome	
2912-YDR220C	YDR220C	ORF based on ref genome	
2913-YDR221W	YDR221W	ORF based on ref genome	
2914-YDR222W	YDR222W	ORF based on ref genome	
2915-YDR223W	YDR223W	ORF based on ref genome	
2916-YDR224C	YDR224C	ORF based on ref genome	
2917-YDR225W	YDR225W	ORF based on ref genome	
2918-YDR226W	YDR226W	ORF based on ref genome	
2919-YDR227W	YDR227W	ORF based on ref genome	
2920-YDR228C	YDR228C	ORF based on ref genome	
2921-YDR229W	YDR229W	ORF based on ref genome	
2922-YDR231C_NumOfGenes_2	YDR231C	ORF based on ref genome	
2923-YDR232W	YDR232W	ORF based on ref genome	
2924-YDR233C	YDR233C	ORF based on ref genome	
2925-YDR234W	YDR234W	ORF based on ref genome	
2926-YDR235W	YDR235W	ORF based on ref genome	
2927-YDR236C	YDR236C	ORF based on ref genome	
2928-YDR237W	YDR237W	ORF based on ref genome	
2929-YDR238C	YDR238C	ORF based on ref genome	
2930-YDR239C	YDR239C	ORF based on ref genome	
2931-YDR240C	YDR240C	ORF based on ref genome	
2932-YDR241W	YDR241W	ORF based on ref genome	
2933-YDR242W	YDR242W	ORF based on ref genome	
2934-YDR243C	YDR243C	ORF based on ref genome	
2935-YDR244W	YDR244W	ORF based on ref genome	
2936-YDR245W	YDR245W	ORF based on ref genome	
2937-YDR246W	YDR246W	ORF based on ref genome	
2938-YDR246W-A	YDR246W-A	ORF based on ref genome	
2939-YDR247W	YDR247W	ORF based on ref genome	
2940-YDR248C	YDR248C	ORF based on ref genome	
2941-YDR249C	YDR249C	ORF based on ref genome	
2942-YDR250C	YDR250C	ORF based on ref genome	
2943-YDR251W	YDR251W	ORF based on ref genome	
2944-YDR252W	YDR252W	ORF based on ref genome	
2945-YDR253C	YDR253C	ORF based on ref genome	
2946-YDR254W	YDR254W	ORF based on ref genome	
2947-YDR255C	YDR255C	ORF based on ref genome	
2948-YDR256C	YDR256C	ORF based on ref genome	
2949-YDR257C	YDR257C	ORF based on ref genome	
2950-YDR258C	YDR258C	ORF based on ref genome	
2951-YDR259C	YDR259C	ORF based on ref genome	
2952-YDR260C	YDR260C	ORF based on ref genome	
2953-YDR261C	YDR261C	ORF based on ref genome	
2954-YDR262W	YDR262W	ORF based on ref genome	
2955-YDR263C	YDR263C	ORF based on ref genome	
2956-YDR264C	YDR264C	ORF based on ref genome	
2957-YDR265W	YDR265W	ORF based on ref genome	
2958-YDR266C	YDR266C	ORF based on ref genome	
2959-YDR267C	YDR267C	ORF based on ref genome	
2960-YDR268W	YDR268W	ORF based on ref genome	
2961-YDR270W_NumOfGenes_3	YDR270W	ORF based on ref genome	
2962-YDR272W	YDR272W	ORF based on ref genome	
2963-YDR273W	YDR273W	ORF based on ref genome	
2964-YDR274C	YDR274C	ORF based on ref genome	
2965-YDR275W	YDR275W	ORF based on ref genome	
2966-YDR276C	YDR276C	ORF based on ref genome	
2967-YDR277C	YDR277C	ORF based on ref genome	
2968-YDR278C	YDR278C	ORF based on ref genome	
2969-YDR279W	YDR279W	ORF based on ref genome	
2970-YDR280W	YDR280W	ORF based on ref genome	
2971-YDR281C	YDR281C	ORF based on ref genome	
2972-YDR282C	YDR282C	ORF based on ref genome	
2973-YDR283C	YDR283C	ORF based on ref genome	
2974-YDR284C	YDR284C	ORF based on ref genome	
2975-YDR285W	YDR285W	ORF based on ref genome	
2976-YDR286C	YDR286C	ORF based on ref genome	
2977-YDR287W	YDR287W	ORF based on ref genome	
2978-YDR288W	YDR288W	ORF based on ref genome	
2979-YDR289C	YDR289C	ORF based on ref genome	
2980-YDR290W	YDR290W	ORF based on ref genome	
2981-YDR291W	YDR291W	ORF based on ref genome	
2982-YDR292C	YDR292C	ORF based on ref genome	
2983-YDR293C	YDR293C	ORF based on ref genome	
2984-YDR294C	YDR294C	ORF based on ref genome	
2985-YDR295C	YDR295C	ORF based on ref genome	
2986-YDR296W	YDR296W	ORF based on ref genome	
2987-YDR297W	YDR297W	ORF based on ref genome	
2988-YDR298C	YDR298C	ORF based on ref genome	
2989-YDR299W	YDR299W	ORF based on ref genome	
2990-YDR300C	YDR300C	ORF based on ref genome	
2991-YDR301W	YDR301W	ORF based on ref genome	
2992-YDR302W	YDR302W	ORF based on ref genome	
2993-YDR303C	YDR303C	ORF based on ref genome	
2994-YDR304C	YDR304C	ORF based on ref genome	
2995-YDR305C	YDR305C	ORF based on ref genome	
2996-YDR306C	YDR306C	ORF based on ref genome	
2997-YDR307W	YDR307W	ORF based on ref genome	
2998-YDR308C	YDR308C	ORF based on ref genome	
2999-YDR309C	YDR309C	ORF based on ref genome	
3000-YDR310C	YDR310C	ORF based on ref genome	
3001-YDR311W	YDR311W	ORF based on ref genome	
3002-YDR312W	YDR312W	ORF based on ref genome	
3003-YDR313C	YDR313C	ORF based on ref genome	
3004-YDR314C	YDR314C	ORF based on ref genome	
3005-YDR315C	YDR315C	ORF based on ref genome	
3006-YDR316W	YDR316W	ORF based on ref genome	
3007-YDR317W	YDR317W	ORF based on ref genome	
3008-YDR318W	YDR318W	ORF based on ref genome	
3009-YDR319C	YDR319C	ORF based on ref genome	
3010-YDR320C	YDR320C	ORF based on ref genome	
3011-YDR320C-A	YDR320C-A	ORF based on ref genome	
3012-YDR320W-B	YDR320W-B	ORF based on ref genome	
3013-YDR321W	YDR321W	ORF based on ref genome	
3014-YDR322C-A	YDR322C-A	ORF based on ref genome	
3015-YDR322W	YDR322W	ORF based on ref genome	
3016-YDR323C	YDR323C	ORF based on ref genome	
3017-YDR324C	YDR324C	ORF based on ref genome	
3018-YDR325W	YDR325W	ORF based on ref genome	
3019-YDR326C	YDR326C	ORF based on ref genome	
3020-YDR327W	YDR327W	ORF based on ref genome	
3021-YDR328C	YDR328C	ORF based on ref genome	
3022-YDR329C	YDR329C	ORF based on ref genome	
3023-YDR330W	YDR330W	ORF based on ref genome	
3024-YDR331W	YDR331W	ORF based on ref genome	
3025-YDR332W	YDR332W	ORF based on ref genome	
3026-YDR333C	YDR333C	ORF based on ref genome	
3027-YDR334W	YDR334W	ORF based on ref genome	
3028-YDR335W	YDR335W	ORF based on ref genome	
3029-YDR336W	YDR336W	ORF based on ref genome	
3030-YDR337W	YDR337W	ORF based on ref genome	
3031-YDR338C	YDR338C	ORF based on ref genome	
3032-YDR339C	YDR339C	ORF based on ref genome	
3033-YDR340W	YDR340W	ORF based on ref genome	
3034-YDR341C	YDR341C	ORF based on ref genome	
3035-YDR342C_NumOfGenes_2	YDR342C	ORF based on ref genome	
3036-YDR344C	YDR344C	ORF based on ref genome	
3037-YDR345C_NumOfGenes_2	YDR345C	ORF based on ref genome	
3038-YDR346C	YDR346C	ORF based on ref genome	
3039-YDR347W	YDR347W	ORF based on ref genome	
3040-YDR348C	YDR348C	ORF based on ref genome	
3041-YDR349C_NumOfGenes_2	YDR349C	ORF based on ref genome	
3042-YDR350C	YDR350C	ORF based on ref genome	
3043-YDR351W	YDR351W	ORF based on ref genome	
3044-YDR352W	YDR352W	ORF based on ref genome	
3045-YDR353W	YDR353W	ORF based on ref genome	
3046-YDR354W_NumOfGenes_2	YDR354W	ORF based on ref genome	
3047-YDR356W_NumOfGenes_2	YDR356W	ORF based on ref genome	
3048-YDR357C	YDR357C	ORF based on ref genome	
3049-YDR358W	YDR358W	ORF based on ref genome	
3050-YDR359C	YDR359C	ORF based on ref genome	
3051-YDR360W	YDR360W	ORF based on ref genome	
3052-YDR361C	YDR361C	ORF based on ref genome	
3053-YDR362C	YDR362C	ORF based on ref genome	
3054-YDR363W	YDR363W	ORF based on ref genome	
3055-YDR363W-A	YDR363W-A	ORF based on ref genome	
3056-YDR364C	YDR364C	ORF based on ref genome	
3057-YDR365C	YDR365C	ORF based on ref genome	
3058-YDR367W	YDR367W	ORF based on ref genome	
3059-YDR368W	YDR368W	ORF based on ref genome	
3060-YDR369C	YDR369C	ORF based on ref genome	
3061-YDR370C	YDR370C	ORF based on ref genome	
3062-YDR371W_NumOfGenes_2	YDR371W	ORF based on ref genome	
3063-YDR372C	YDR372C	ORF based on ref genome	
3064-YDR373W	YDR373W	ORF based on ref genome	
3065-YDR374C	YDR374C	ORF based on ref genome	
3066-YDR374W-A	YDR374W-A	ORF based on ref genome	
3067-YDR375C	YDR375C	ORF based on ref genome	
3068-YDR376W	YDR376W	ORF based on ref genome	
3069-YDR377W	YDR377W	ORF based on ref genome	
3070-YDR378C	YDR378C	ORF based on ref genome	
3071-YDR379C-A	YDR379C-A	ORF based on ref genome	
3072-YDR379W	YDR379W	ORF based on ref genome	
3073-YDR380W	YDR380W	ORF based on ref genome	
3074-YDR381C-A	YDR381C-A	ORF based on ref genome	
3075-YDR381W	YDR381W	ORF based on ref genome	
3076-YDR382W	YDR382W	ORF based on ref genome	
3077-YDR383C	YDR383C	ORF based on ref genome	
3078-YDR384C	YDR384C	ORF based on ref genome	
3079-YDR385W_NumOfGenes_2	YDR385W	ORF based on ref genome	
3080-YDR386W	YDR386W	ORF based on ref genome	
3081-YDR387C	YDR387C	ORF based on ref genome	
3082-YDR388W	YDR388W	ORF based on ref genome	
3083-YDR389W	YDR389W	ORF based on ref genome	
3084-YDR390C	YDR390C	ORF based on ref genome	
3085-YDR391C	YDR391C	ORF based on ref genome	
3086-YDR392W	YDR392W	ORF based on ref genome	
3087-YDR393W	YDR393W	ORF based on ref genome	
3088-YDR394W	YDR394W	ORF based on ref genome	
3089-YDR395W	YDR395W	ORF based on ref genome	
3090-YDR397C_NumOfGenes_2	YDR397C	ORF based on ref genome	
3091-YDR398W	YDR398W	ORF based on ref genome	
3092-YDR399W	YDR399W	ORF based on ref genome	
3093-YDR400W	YDR400W	ORF based on ref genome	
3094-YDR402C_NumOfGenes_2	YDR402C	ORF based on ref genome	
3095-YDR403W	YDR403W	ORF based on ref genome	
3096-YDR404C	YDR404C	ORF based on ref genome	
3097-YDR405W	YDR405W	ORF based on ref genome	
3098-YDR406W	YDR406W	ORF based on ref genome	
3099-YDR406W-A	YDR406W-A	ORF based on ref genome	
3100-YDR407C	YDR407C	ORF based on ref genome	
3101-YDR408C	YDR408C	ORF based on ref genome	
3102-YDR409W	YDR409W	ORF based on ref genome	
3103-YDR410C	YDR410C	ORF based on ref genome	
3104-YDR411C	YDR411C	ORF based on ref genome	
3105-YDR412W_NumOfGenes_2	YDR412W	ORF based on ref genome	
3106-YDR414C	YDR414C	ORF based on ref genome	
3107-YDR415C	YDR415C	ORF based on ref genome	
3108-YDR416W	YDR416W	ORF based on ref genome	
3109-YDR418W_NumOfGenes_2	YDR418W	ORF based on ref genome	
3110-YDR419W	YDR419W	ORF based on ref genome	
3111-YDR420W	YDR420W	ORF based on ref genome	
3112-YDR421W	YDR421W	ORF based on ref genome	
3113-YDR422C	YDR422C	ORF based on ref genome	
3114-YDR423C	YDR423C	ORF based on ref genome	
3115-YDR424C	YDR424C	ORF based on ref genome	
3116-YDR425W_NumOfGenes_2	YDR425W	ORF based on ref genome	
3117-YDR427W	YDR427W	ORF based on ref genome	
3118-YDR428C	YDR428C	ORF based on ref genome	
3119-YDR429C	YDR429C	ORF based on ref genome	
3120-YDR430C	YDR430C	ORF based on ref genome	
3121-YDR431W	YDR431W	ORF based on ref genome	
3122-YDR432W_NumOfGenes_2	YDR432W	ORF based on ref genome	
3123-YDR434W	YDR434W	ORF based on ref genome	
3124-YDR435C	YDR435C	ORF based on ref genome	
3125-YDR436W	YDR436W	ORF based on ref genome	
3126-YDR437W	YDR437W	ORF based on ref genome	
3127-YDR438W	YDR438W	ORF based on ref genome	
3128-YDR439W	YDR439W	ORF based on ref genome	
3129-YDR440W	YDR440W	ORF based on ref genome	
3130-YDR441C	YDR441C	ORF based on ref genome	
3131-YDR443C_NumOfGenes_2	YDR443C	ORF based on ref genome	
3132-YDR444W	YDR444W	ORF based on ref genome	
3133-YDR445C	YDR445C	ORF based on ref genome	
3134-YDR446W	YDR446W	ORF based on ref genome	
3135-YDR447C	YDR447C	ORF based on ref genome	
3136-YDR448W	YDR448W	ORF based on ref genome	
3137-YDR449C	YDR449C	ORF based on ref genome	
3138-YDR450W	YDR450W	ORF based on ref genome	
3139-YDR451C	YDR451C	ORF based on ref genome	
3140-YDR452W	YDR452W	ORF based on ref genome	
3141-YDR453C	YDR453C	ORF based on ref genome	
3142-YDR454C	YDR454C	ORF based on ref genome	
3143-YDR455C	YDR455C	ORF based on ref genome	
3144-YDR456W	YDR456W	ORF based on ref genome	
3145-YDR457W	YDR457W	ORF based on ref genome	
3146-YDR458C	YDR458C	ORF based on ref genome	
3147-YDR459C	YDR459C	ORF based on ref genome	
3148-YDR460W	YDR460W	ORF based on ref genome	
3149-YDR461C-A	YDR461C-A	ORF based on ref genome	
3150-YDR461W	YDR461W	ORF based on ref genome	
3151-YDR462W	YDR462W	ORF based on ref genome	
3152-YDR463W	YDR463W	ORF based on ref genome	
3153-YDR464W_NumOfGenes_2	YDR464W	ORF based on ref genome	
3154-YDR465C	YDR465C	ORF based on ref genome	
3155-YDR466W	YDR466W	ORF based on ref genome	
3156-YDR467C	YDR467C	ORF based on ref genome	
3157-YDR468C	YDR468C	ORF based on ref genome	
3158-YDR469W	YDR469W	ORF based on ref genome	
3159-YDR470C	YDR470C	ORF based on ref genome	
3160-YDR471W	YDR471W	ORF based on ref genome	
3161-YDR472W	YDR472W	ORF based on ref genome	
3162-YDR473C	YDR473C	ORF based on ref genome	
3163-YDR475C	YDR475C	ORF based on ref genome	
3164-YDR476C	YDR476C	ORF based on ref genome	
3165-YDR477W	YDR477W	ORF based on ref genome	
3166-YDR478W	YDR478W	ORF based on ref genome	
3167-YDR479C	YDR479C	ORF based on ref genome	
3168-YDR480W	YDR480W	ORF based on ref genome	
3169-YDR481C	YDR481C	ORF based on ref genome	
3170-YDR482C	YDR482C	ORF based on ref genome	
3171-YDR483W	YDR483W	ORF based on ref genome	
3172-YDR484W	YDR484W	ORF based on ref genome	
3173-YDR485C	YDR485C	ORF based on ref genome	
3174-YDR486C	YDR486C	ORF based on ref genome	
3175-YDR487C	YDR487C	ORF based on ref genome	
3176-YDR488C	YDR488C	ORF based on ref genome	
3177-YDR489W	YDR489W	ORF based on ref genome	
